Student_ID,Subject,Exam_Score,Homework_Completion_pct,Full_Name,Grade_Level,Attendance_Rate_%,Overall_Attendance_Rate_%,Homework_Done_Rate_%
S04996,Science,42.0,95.0,Joseph Khan,Grade 4,25.0,20.0,0.0
S04997,English,105.0,100.0,Marco Page,Grade 5,16.7,28.6,0.0
S04998,Geography,86.0,90.0,Sarah Gregory,Grade 1,28.6,22.2,0.0
S04998,History,103.0,80.0,Sarah Gregory,Grade 1,0.0,22.2,0.0
S04998,Math,77.0,90.0,Sarah Gregory,Grade 1,16.7,22.2,0.0
S04999,English,97.0,-5.0,Bridget Chen,Grade 3,55.6,36.7,16.7
S04999,Math,42.0,100.0,Bridget Chen,Grade 3,33.3,36.7,16.7
S04999,Science,95.0,80.0,Bridget Chen,Grade 3,0.0,36.7,16.7
S05000,English,49.0,80.0,Kathryn Reynolds,Grade 4,0.0,13.8,28.6
S05000,Math,53.0,95.0,Kathryn Reynolds,Grade 4,25.0,13.8,28.6
S05000,Science,98.0,47.5,Kathryn Reynolds,Grade 4,50.0,13.8,28.6
S05001,Arabic,103.0,95.0,Mr. James Clark,Grade 4,28.6,36.0,0.0
S05001,English,79.0,80.0,Mr. James Clark,Grade 4,66.7,36.0,0.0
S05001,Geography,108.0,80.0,Mr. James Clark,Grade 4,14.3,36.0,0.0
S05001,History,43.0,100.0,Mr. James Clark,Grade 4,75.0,36.0,0.0
S05003,History,84.0,95.0,Aaron Tran,Grade 1,50.0,28.0,33.3
S05003,Math,75.0,100.0,Aaron Tran,Grade 1,0.0,28.0,33.3
S05003,Science,50.0,90.0,Aaron Tran,Grade 1,0.0,28.0,33.3
S05004,English,76.0,100.0,Richard Sharp,Grade 4,66.7,36.7,28.6
S05004,Geography,78.0,80.0,Richard Sharp,Grade 4,42.9,36.7,28.6
S05004,Science,46.0,80.0,Richard Sharp,Grade 4,0.0,36.7,28.6
S05005,Arabic,61.5,47.5,Ashley Ramirez,Grade 4,25.0,24.1,16.7
S05005,Math,65.0,95.0,Ashley Ramirez,Grade 4,25.0,24.1,16.7
S05006,History,95.0,-5.0,Ricky Tran,Grade 2,0.0,13.3,33.3
S05007,Math,70.0,90.0,Kenneth Mckay,Grade 1,100.0,24.1,100.0
S05007,Science,49.0,-5.0,Kenneth Mckay,Grade 1,0.0,24.1,100.0
S05008,History,74.0,97.5,Andrew Boyd,Grade 2,16.7,20.0,42.9
S05009,Science,82.0,47.5,Joyce Hernandez,Grade 3,40.0,15.4,40.0
S05010,English,66.0,-5.0,Kristin Avila,Grade 5,25.0,27.0,16.7
S05010,Geography,47.0,-5.0,Kristin Avila,Grade 5,28.6,27.0,16.7
S05011,Arabic,103.0,95.0,Mrs. Christine Phillips PhD,Grade 5,33.3,28.6,0.0
S05011,History,91.0,95.0,Mrs. Christine Phillips PhD,Grade 5,37.5,28.6,0.0
S05011,Science,108.0,90.0,Mrs. Christine Phillips PhD,Grade 5,60.0,28.6,0.0
S05012,Geography,77.5,47.5,sean dodson,Grade 3,0.0,28.6,50.0
S05012,History,96.0,100.0,sean dodson,Grade 3,25.0,28.6,50.0
S05013,Geography,68.0,95.0,Ian Hart,Grade 2,0.0,19.4,60.0
S05013,History,76.0,-5.0,Ian Hart,Grade 2,25.0,19.4,60.0
S05014,English,85.5,90.0,Dr. Ricky Torres III,Grade 2,33.3,20.0,60.0
S05014,Geography,63.0,100.0,Dr. Ricky Torres III,Grade 2,11.1,20.0,60.0
S05014,Math,105.0,90.0,Dr. Ricky Torres III,Grade 2,25.0,20.0,60.0
S05014,Science,51.0,90.0,Dr. Ricky Torres III,Grade 2,33.3,20.0,60.0
S05015,English,57.0,-5.0,Lisa Miller,Grade 3,20.0,38.5,20.0
S05015,Geography,76.0,100.0,Lisa Miller,Grade 3,37.5,38.5,20.0
S05015,History,81.33333333333333,83.33333333333333,Lisa Miller,Grade 3,50.0,38.5,20.0
S05016,Science,109.0,90.0,Ashley Smith,Grade 1,0.0,17.1,0.0
S05017,English,87.0,95.0,Diana Lee,Grade 1,40.0,26.9,50.0
S05017,Geography,100.5,87.5,Diana Lee,Grade 1,33.3,26.9,50.0
S05017,Math,57.0,-5.0,Diana Lee,Grade 1,20.0,26.9,50.0
S05018,English,101.0,80.0,Crystal Sutton,Grade 4,33.3,22.7,0.0
S05019,Arabic,74.0,80.0,Cynthia Roberts,Grade 1,0.0,27.3,20.0
S05019,History,91.0,80.0,Cynthia Roberts,Grade 1,0.0,27.3,20.0
S05020,Math,74.0,95.0,Jasmine Stewart,Grade 5,0.0,12.0,0.0
S05021,Arabic,54.0,-5.0,Aaron Williams,Grade 1,20.0,20.0,100.0
S05021,English,99.0,95.0,Aaron Williams,Grade 1,25.0,20.0,100.0
S05021,Math,81.0,-5.0,Aaron Williams,Grade 1,20.0,20.0,100.0
S05022,English,68.0,80.0,Amanda Berry,Grade 3,9.1,16.1,0.0
S05023,English,59.0,-5.0,Justin Kim,Grade 3,60.0,30.8,33.3
S05024,Arabic,106.0,-5.0,Gordon Mcclure,Grade 2,33.3,22.7,60.0
S05024,History,103.0,-5.0,Gordon Mcclure,Grade 2,33.3,22.7,60.0
S05025,Arabic,79.33333333333333,93.33333333333333,Cassie Vaughan,Grade 3,25.0,30.8,0.0
S05025,Geography,51.0,-5.0,Cassie Vaughan,Grade 3,100.0,30.8,0.0
S05025,Math,96.0,90.0,Cassie Vaughan,Grade 3,33.3,30.8,0.0
S05025,Science,88.0,90.0,Cassie Vaughan,Grade 3,33.3,30.8,0.0
S05026,Arabic,104.0,100.0,Paula Burke,Grade 2,25.0,33.3,33.3
S05026,English,104.0,95.0,Paula Burke,Grade 2,33.3,33.3,33.3
S05026,Geography,57.0,95.0,Paula Burke,Grade 2,33.3,33.3,33.3
S05026,Science,88.0,80.0,Paula Burke,Grade 2,50.0,33.3,33.3
S05027,Arabic,73.0,95.0,John Rojas,Grade 1,0.0,48.5,37.5
S05027,Geography,106.0,100.0,John Rojas,Grade 1,100.0,48.5,37.5
S05028,Math,80.0,100.0,Scott Mercado,Grade 3,0.0,15.4,28.6
S05029,English,90.0,-5.0,Jeremy Maldonado,Grade 3,16.7,23.3,37.5
S05029,Geography,103.0,90.0,Jeremy Maldonado,Grade 3,0.0,23.3,37.5
S05029,History,66.0,-5.0,Jeremy Maldonado,Grade 3,66.7,23.3,37.5
S05030,English,52.0,90.0,Alexandra Baker,Grade 3,40.0,32.3,50.0
S05030,Geography,46.0,100.0,Alexandra Baker,Grade 3,0.0,32.3,50.0
S05030,Math,79.0,90.0,Alexandra Baker,Grade 3,33.3,32.3,50.0
S05030,Science,51.0,-5.0,Alexandra Baker,Grade 3,16.7,32.3,50.0
S05031,English,82.5,95.0,Emily Davis,Grade 4,37.5,23.3,62.5
S05031,Math,66.0,-5.0,Emily Davis,Grade 4,0.0,23.3,62.5
S05031,Science,60.0,100.0,Emily Davis,Grade 4,0.0,23.3,62.5
S05032,Geography,49.0,95.0,Jason Francis,Grade 4,100.0,42.3,66.7
S05032,Math,58.0,90.0,Jason Francis,Grade 4,0.0,42.3,66.7
S05033,Geography,92.0,90.0,Christine Strong,Grade 5,60.0,39.4,28.6
S05033,History,75.0,87.5,Christine Strong,Grade 5,33.3,39.4,28.6
S05034,Arabic,97.0,95.0,Christopher Davis,Grade 2,50.0,30.0,0.0
S05034,English,48.0,-5.0,Christopher Davis,Grade 2,42.9,30.0,0.0
S05035,Arabic,98.0,80.0,jennifer barnes,Grade 1,57.1,23.5,60.0
S05035,Math,75.0,100.0,jennifer barnes,Grade 1,33.3,23.5,60.0
S05035,Science,94.5,92.5,jennifer barnes,Grade 1,20.0,23.5,60.0
S05036,Geography,84.0,80.0,Mary Guerrero,Grade 5,0.0,26.1,50.0
S05036,Math,72.66666666666667,61.666666666666664,Mary Guerrero,Grade 5,20.0,26.1,50.0
S05037,Arabic,74.0,95.0,Michele Brown MD,Grade 4,20.0,25.0,20.0
S05037,English,98.0,95.0,Michele Brown MD,Grade 4,0.0,25.0,20.0
S05037,History,49.0,95.0,Michele Brown MD,Grade 4,0.0,25.0,20.0
S05037,Science,103.0,-5.0,Michele Brown MD,Grade 4,14.3,25.0,20.0
S05038,Arabic,73.0,-5.0,Dennis Price,Grade 5,0.0,25.0,40.0
S05038,Geography,85.0,100.0,Dennis Price,Grade 5,33.3,25.0,40.0
S05038,History,108.0,80.0,Dennis Price,Grade 5,0.0,25.0,40.0
S05039,Arabic,76.0,-5.0,Kimberly Henry,Grade 1,0.0,23.3,0.0
S05039,English,73.0,80.0,Kimberly Henry,Grade 1,25.0,23.3,0.0
S05039,History,62.0,-5.0,Kimberly Henry,Grade 1,33.3,23.3,0.0
S05039,Math,71.0,-5.0,Kimberly Henry,Grade 1,30.0,23.3,0.0
S05039,Science,84.0,80.0,Kimberly Henry,Grade 1,50.0,23.3,0.0
S05040,Arabic,43.0,-5.0,James James,Grade 4,0.0,14.8,28.6
S05040,Geography,90.0,90.0,James James,Grade 4,20.0,14.8,28.6
S05040,Science,97.0,100.0,James James,Grade 4,33.3,14.8,28.6
S05041,English,94.0,80.0,Jennifer Tran,Grade 4,37.5,26.5,22.2
S05041,History,77.0,95.0,Jennifer Tran,Grade 4,0.0,26.5,22.2
S05041,Science,50.5,95.0,Jennifer Tran,Grade 4,37.5,26.5,22.2
S05042,Geography,78.0,100.0,Sara Simmons,Grade 2,20.0,31.0,20.0
S05042,Science,69.0,-5.0,Sara Simmons,Grade 2,60.0,31.0,20.0
S05043,English,73.66666666666667,86.66666666666667,William Quinn,Grade 5,0.0,19.2,33.3
S05043,Geography,45.0,80.0,William Quinn,Grade 5,0.0,19.2,33.3
S05043,History,45.0,-5.0,William Quinn,Grade 5,25.0,19.2,33.3
S05043,Math,59.0,-5.0,William Quinn,Grade 5,0.0,19.2,33.3
S05043,Science,60.0,100.0,William Quinn,Grade 5,40.0,19.2,33.3
S05044,English,81.0,-5.0,Cynthia Payne,Grade 3,28.6,32.1,75.0
S05044,Geography,63.666666666666664,95.0,Cynthia Payne,Grade 3,50.0,32.1,75.0
S05044,Math,72.0,90.0,Cynthia Payne,Grade 3,0.0,32.1,75.0
S05045,English,64.0,95.0,Andrea Martinez,Grade 3,50.0,20.0,0.0
S05045,Geography,95.0,80.0,Andrea Martinez,Grade 3,0.0,20.0,0.0
S05045,Math,42.0,-5.0,Andrea Martinez,Grade 3,33.3,20.0,0.0
S05046,Science,64.0,80.0,todd gentry,Grade 1,16.7,10.7,50.0
S05047,Arabic,80.0,-5.0,Danielle Jenkins,Grade 3,14.3,31.4,50.0
S05047,English,62.0,100.0,Danielle Jenkins,Grade 3,20.0,31.4,50.0
S05047,Math,104.0,-5.0,Danielle Jenkins,Grade 3,25.0,31.4,50.0
S05047,Science,69.0,95.0,Danielle Jenkins,Grade 3,80.0,31.4,50.0
S05049,Math,82.0,-5.0,Jamie Vincent,Grade 5,25.0,25.0,16.7
S05050,Arabic,109.0,90.0,John Gonzalez,Grade 1,20.0,33.3,0.0
S05050,English,89.0,80.0,John Gonzalez,Grade 1,0.0,33.3,0.0
S05051,Arabic,68.33333333333333,90.0,Michael Bernard,Grade 1,0.0,36.4,0.0
S05051,Geography,64.5,90.0,Michael Bernard,Grade 1,66.7,36.4,0.0
S05052,Geography,46.0,95.0,Jeanne Williams,Grade 1,57.1,28.6,50.0
S05053,Arabic,51.0,95.0,Sarah Gomez,Grade 2,11.1,16.1,33.3
S05053,English,103.0,100.0,Sarah Gomez,Grade 2,27.3,16.1,33.3
S05053,Geography,77.0,90.0,Sarah Gomez,Grade 2,20.0,16.1,33.3
S05053,History,59.0,85.0,Sarah Gomez,Grade 2,0.0,16.1,33.3
S05053,Science,42.0,-5.0,Sarah Gomez,Grade 2,0.0,16.1,33.3
S05054,Arabic,61.0,37.5,Sherri Stanley,Grade 2,50.0,40.0,40.0
S05054,English,63.0,80.0,Sherri Stanley,Grade 2,0.0,40.0,40.0
S05054,Science,68.0,-5.0,Sherri Stanley,Grade 2,60.0,40.0,40.0
S05055,Arabic,73.5,87.5,Joel Olson,Grade 3,16.7,21.9,14.3
S05055,English,53.0,80.0,Joel Olson,Grade 3,20.0,21.9,14.3
S05055,History,99.0,80.0,Joel Olson,Grade 3,25.0,21.9,14.3
S05056,English,46.0,100.0,Adam Hansen,Grade 2,50.0,33.3,50.0
S05056,Math,63.0,100.0,Adam Hansen,Grade 2,42.9,33.3,50.0
S05057,Arabic,49.0,80.0,Thomas Sanchez,Grade 3,16.7,23.3,50.0
S05058,Geography,76.0,95.0,David Walter,Grade 1,14.3,38.9,28.6
S05058,History,41.0,-5.0,David Walter,Grade 1,33.3,38.9,28.6
S05058,Math,98.0,95.0,David Walter,Grade 1,66.7,38.9,28.6
S05059,Geography,85.0,100.0,Mark Wilson,Grade 1,40.0,32.3,44.4
S05060,Arabic,54.0,-5.0,Ricky Moore,Grade 4,0.0,14.3,0.0
S05060,Geography,79.66666666666667,93.33333333333333,Ricky Moore,Grade 4,20.0,14.3,0.0
S05060,History,71.0,95.0,Ricky Moore,Grade 4,16.7,14.3,0.0
S05061,Arabic,92.0,100.0,Kathleen Harris,Grade 5,14.3,31.2,0.0
S05061,Math,63.0,97.5,Kathleen Harris,Grade 5,0.0,31.2,0.0
S05062,Arabic,78.0,37.5,Jacob Wilson,Grade 4,66.7,26.1,57.1
S05062,Geography,92.0,90.0,Jacob Wilson,Grade 4,20.0,26.1,57.1
S05062,History,96.0,100.0,Jacob Wilson,Grade 4,25.0,26.1,57.1
S05062,Science,44.0,90.0,Jacob Wilson,Grade 4,0.0,26.1,57.1
S05063,Arabic,73.0,97.5,Rebecca Noble,Grade 4,40.0,7.7,33.3
S05063,Geography,40.0,90.0,Rebecca Noble,Grade 4,0.0,7.7,33.3
S05063,Math,70.5,97.5,Rebecca Noble,Grade 4,0.0,7.7,33.3
S05064,Arabic,92.0,100.0,Julia Andrews,Grade 1,25.0,14.3,50.0
S05064,History,46.0,90.0,Julia Andrews,Grade 1,25.0,14.3,50.0
S05065,Arabic,83.0,80.0,Emily Ray,Grade 2,25.0,25.8,100.0
S05065,History,57.0,95.0,Emily Ray,Grade 2,33.3,25.8,100.0
S05065,Science,60.0,-5.0,Emily Ray,Grade 2,0.0,25.8,100.0
S05066,English,92.0,80.0,david jackson,Grade 1,0.0,41.4,30.0
S05066,History,52.0,45.0,david jackson,Grade 1,100.0,41.4,30.0
S05067,English,77.0,80.0,Antonio Goodwin,Grade 4,25.0,21.9,0.0
S05067,Geography,68.66666666666667,95.0,Antonio Goodwin,Grade 4,14.3,21.9,0.0
S05067,Math,72.0,95.0,Antonio Goodwin,Grade 4,40.0,21.9,0.0
S05067,Science,75.0,97.5,Antonio Goodwin,Grade 4,0.0,21.9,0.0
S05068,Geography,91.0,-5.0,Madison Howe,Grade 5,0.0,38.9,33.3
S05068,History,67.0,90.0,Madison Howe,Grade 5,60.0,38.9,33.3
S05068,Science,104.0,-5.0,Madison Howe,Grade 5,33.3,38.9,33.3
S05069,Math,66.0,37.5,Christian Franco,Grade 4,33.3,18.4,50.0
S05070,Arabic,65.0,90.0,Emily Bowman,Grade 5,33.3,32.1,42.9
S05070,Math,106.0,100.0,Emily Bowman,Grade 5,50.0,32.1,42.9
S05071,Math,51.0,90.0,Amber Stevens,Grade 3,30.0,31.1,33.3
S05072,Arabic,67.0,100.0,Timothy Jones,Grade 2,22.2,27.1,66.7
S05072,Math,90.0,-5.0,Timothy Jones,Grade 2,20.0,27.1,66.7
S05073,Arabic,63.0,100.0,Tom Lawson,Grade 4,0.0,35.9,50.0
S05073,Geography,42.0,95.0,Tom Lawson,Grade 4,0.0,35.9,50.0
S05073,Math,65.0,-5.0,Tom Lawson,Grade 4,33.3,35.9,50.0
S05073,Science,56.0,100.0,Tom Lawson,Grade 4,33.3,35.9,50.0
S05074,History,71.0,45.0,Kevin Nunez,Grade 2,33.3,7.7,33.3
S05075,English,50.0,-5.0,Leah Dawson,Grade 5,25.0,25.8,55.6
S05076,Arabic,81.0,80.0,Sheila Williams,Grade 2,50.0,24.0,50.0
S05078,Arabic,80.0,-5.0,Amanda Ingram,Grade 5,50.0,32.6,20.0
S05078,English,47.0,-5.0,Amanda Ingram,Grade 5,42.9,32.6,20.0
S05078,Geography,97.0,80.0,Amanda Ingram,Grade 5,0.0,32.6,20.0
S05078,Math,82.0,80.0,Amanda Ingram,Grade 5,16.7,32.6,20.0
S05079,English,45.0,92.5,Veronica Willis,Grade 3,22.2,35.3,0.0
S05079,Geography,50.0,-5.0,Veronica Willis,Grade 3,60.0,35.3,0.0
S05079,History,87.0,80.0,Veronica Willis,Grade 3,40.0,35.3,0.0
S05079,Math,100.0,-5.0,Veronica Willis,Grade 3,66.7,35.3,0.0
S05079,Science,66.0,95.0,Veronica Willis,Grade 3,0.0,35.3,0.0
S05080,Arabic,104.0,100.0,Stephen Hayes,Grade 1,0.0,34.4,66.7
S05080,English,54.0,-5.0,Stephen Hayes,Grade 1,40.0,34.4,66.7
S05080,History,86.0,95.0,Stephen Hayes,Grade 1,20.0,34.4,66.7
S05081,English,99.0,100.0,Ashley Smith,Grade 4,37.5,32.5,11.1
S05081,Geography,79.5,45.0,Ashley Smith,Grade 4,50.0,32.5,11.1
S05081,History,101.0,90.0,Ashley Smith,Grade 4,75.0,32.5,11.1
S05082,Math,108.0,-5.0,Christopher Marshall,Grade 3,40.0,28.6,28.6
S05083,Arabic,96.0,90.0,Stephen Norris,Grade 2,33.3,30.3,100.0
S05083,English,86.5,92.5,Stephen Norris,Grade 2,25.0,30.3,100.0
S05083,Science,88.0,80.0,Stephen Norris,Grade 2,40.0,30.3,100.0
S05084,English,94.0,-5.0,Matthew Campos,Grade 4,0.0,30.6,33.3
S05084,History,83.0,70.0,Matthew Campos,Grade 4,44.4,30.6,33.3
S05085,Arabic,73.5,92.5,Michelle Costa,Grade 3,66.7,23.5,16.7
S05085,Math,61.0,100.0,Michelle Costa,Grade 3,40.0,23.5,16.7
S05086,English,88.0,95.0,Karen Cunningham,Grade 1,0.0,20.8,33.3
S05086,Science,95.0,95.0,Karen Cunningham,Grade 1,0.0,20.8,33.3
S05087,English,99.0,95.0,Melissa Singleton,Grade 1,33.3,23.8,25.0
S05087,Geography,81.0,95.0,Melissa Singleton,Grade 1,0.0,23.8,25.0
S05087,Math,89.0,100.0,Melissa Singleton,Grade 1,33.3,23.8,25.0
S05087,Science,63.0,80.0,Melissa Singleton,Grade 1,25.0,23.8,25.0
S05088,Arabic,71.0,80.0,Samantha Morrow,Grade 2,22.2,30.8,0.0
S05088,Math,106.0,100.0,Samantha Morrow,Grade 2,28.6,30.8,0.0
S05089,Geography,107.0,90.0,Casey Murray,Grade 4,100.0,25.0,0.0
S05089,Science,69.0,90.0,Casey Murray,Grade 4,0.0,25.0,0.0
S05090,English,57.0,80.0,John Kaufman,Grade 3,0.0,24.1,33.3
S05091,Geography,99.0,90.0,dennis jackson,Grade 3,50.0,31.4,60.0
S05091,Math,53.5,92.5,dennis jackson,Grade 3,28.6,31.4,60.0
S05093,English,103.0,-5.0,Cheryl Hunt,Grade 1,60.0,33.3,50.0
S05093,Geography,81.0,90.0,Cheryl Hunt,Grade 1,16.7,33.3,50.0
S05093,History,64.0,95.0,Cheryl Hunt,Grade 1,28.6,33.3,50.0
S05094,History,48.0,-5.0,Alexander Dixon,Grade 4,0.0,30.8,20.0
S05094,Math,52.0,80.0,Alexander Dixon,Grade 4,50.0,30.8,20.0
S05094,Science,99.0,80.0,Alexander Dixon,Grade 4,28.6,30.8,20.0
S05095,Geography,79.0,85.0,ronald rodriguez,Grade 2,14.3,18.4,42.9
S05095,Science,55.666666666666664,90.0,ronald rodriguez,Grade 2,25.0,18.4,42.9
S05096,Arabic,61.5,95.0,Thomas Ross,Grade 3,42.9,28.6,0.0
S05096,Geography,48.0,80.0,Thomas Ross,Grade 3,16.7,28.6,0.0
S05096,Math,68.5,95.0,Thomas Ross,Grade 3,0.0,28.6,0.0
S05097,Math,63.0,95.0,Kara Brown,Grade 4,33.3,32.4,0.0
S05098,Arabic,80.66666666666667,63.333333333333336,Jennifer Rosario,Grade 4,25.0,35.9,100.0
S05098,English,110.0,100.0,Jennifer Rosario,Grade 4,33.3,35.9,100.0
S05098,History,98.0,80.0,Jennifer Rosario,Grade 4,33.3,35.9,100.0
S05098,Math,58.0,95.0,Jennifer Rosario,Grade 4,0.0,35.9,100.0
S05098,Science,57.5,97.5,Jennifer Rosario,Grade 4,44.4,35.9,100.0
S05099,Arabic,89.0,80.0,April Acevedo,Grade 2,33.3,41.7,33.3
S05099,Geography,67.5,45.0,April Acevedo,Grade 2,50.0,41.7,33.3
S05099,History,43.0,80.0,April Acevedo,Grade 2,50.0,41.7,33.3
S05100,Arabic,82.0,80.0,Sara Valenzuela,Grade 2,50.0,33.3,20.0
S05100,Geography,95.0,90.0,Sara Valenzuela,Grade 2,50.0,33.3,20.0
S05101,Arabic,109.0,90.0,Lori Turner,Grade 1,0.0,18.5,60.0
S05101,English,104.0,100.0,Lori Turner,Grade 1,33.3,18.5,60.0
S05101,Geography,53.0,95.0,Lori Turner,Grade 1,0.0,18.5,60.0
S05101,Science,75.0,100.0,Lori Turner,Grade 1,33.3,18.5,60.0
S05102,Arabic,47.0,80.0,Stacey Williamson,Grade 5,0.0,18.2,14.3
S05102,Geography,42.0,95.0,Stacey Williamson,Grade 5,0.0,18.2,14.3
S05102,Math,75.0,-5.0,Stacey Williamson,Grade 5,0.0,18.2,14.3
S05103,Geography,56.0,95.0,Neil Horton,Grade 4,40.0,46.2,42.9
S05104,English,48.0,95.0,jacob baker,Grade 4,25.0,33.3,28.6
S05104,Geography,83.0,47.5,jacob baker,Grade 4,25.0,33.3,28.6
S05104,Science,73.0,-5.0,jacob baker,Grade 4,66.7,33.3,28.6
S05105,Math,92.0,95.0,Derek Hardin,Grade 3,0.0,11.1,33.3
S05106,Arabic,94.0,80.0,John Hardin,Grade 5,50.0,30.0,0.0
S05106,Geography,82.0,85.0,John Hardin,Grade 5,25.0,30.0,0.0
S05106,History,105.0,80.0,John Hardin,Grade 5,0.0,30.0,0.0
S05106,Science,63.5,45.0,John Hardin,Grade 5,50.0,30.0,0.0
S05107,Arabic,44.0,100.0,Ronald Wright,Grade 2,16.7,17.9,50.0
S05107,English,88.0,90.0,Ronald Wright,Grade 2,0.0,17.9,50.0
S05107,History,52.0,90.0,Ronald Wright,Grade 2,33.3,17.9,50.0
S05107,Math,69.0,90.0,Ronald Wright,Grade 2,0.0,17.9,50.0
S05108,Arabic,108.0,95.0,Tammy Miller,Grade 2,50.0,25.8,50.0
S05108,Geography,104.0,90.0,Tammy Miller,Grade 2,20.0,25.8,50.0
S05108,Math,91.0,100.0,Tammy Miller,Grade 2,22.2,25.8,50.0
S05108,Science,82.0,95.0,Tammy Miller,Grade 2,33.3,25.8,50.0
S05109,Arabic,73.0,95.0,Sarah Perez,Grade 3,40.0,33.3,0.0
S05109,English,82.0,80.0,Sarah Perez,Grade 3,33.3,33.3,0.0
S05109,Geography,61.0,80.0,Sarah Perez,Grade 3,0.0,33.3,0.0
S05109,History,74.5,37.5,Sarah Perez,Grade 3,50.0,33.3,0.0
S05109,Math,102.0,95.0,Sarah Perez,Grade 3,25.0,33.3,0.0
S05110,English,58.0,100.0,Brittany Wallace,Grade 3,14.3,30.4,0.0
S05110,Math,45.0,90.0,Brittany Wallace,Grade 3,0.0,30.4,0.0
S05111,Arabic,72.0,-5.0,Jeremy Boyd,Grade 5,87.5,50.0,40.0
S05111,English,88.0,95.0,Jeremy Boyd,Grade 5,40.0,50.0,40.0
S05111,Geography,48.0,95.0,Jeremy Boyd,Grade 5,60.0,50.0,40.0
S05112,English,64.0,80.0,Devon Brown,Grade 5,40.0,11.1,66.7
S05112,Geography,97.0,95.0,Devon Brown,Grade 5,0.0,11.1,66.7
S05112,History,60.0,90.0,Devon Brown,Grade 5,11.1,11.1,66.7
S05113,History,57.0,-5.0,Eddie Parker,Grade 5,16.7,28.6,50.0
S05113,Science,62.0,80.0,Eddie Parker,Grade 5,100.0,28.6,50.0
S05114,Geography,90.0,-5.0,Jose Sellers,Grade 5,14.3,24.2,33.3
S05114,History,70.0,95.0,Jose Sellers,Grade 5,28.6,24.2,33.3
S05115,Geography,84.0,100.0,alexander kelly,Grade 5,0.0,4.8,50.0
S05115,Math,86.0,100.0,alexander kelly,Grade 5,0.0,4.8,50.0
S05115,Science,81.5,92.5,alexander kelly,Grade 5,33.3,4.8,50.0
S05116,Arabic,103.0,100.0,Angela Johnson,Grade 1,11.1,13.9,0.0
S05116,English,55.0,80.0,Angela Johnson,Grade 1,28.6,13.9,0.0
S05116,History,55.0,90.0,Angela Johnson,Grade 1,14.3,13.9,0.0
S05116,Math,80.66666666666667,88.33333333333333,Angela Johnson,Grade 1,20.0,13.9,0.0
S05116,Science,58.0,90.0,Angela Johnson,Grade 1,0.0,13.9,0.0
S05117,Math,68.66666666666667,98.33333333333333,allison brown,Grade 5,16.7,20.6,22.2
S05118,Geography,79.0,90.0,Krystal Huang,Grade 2,25.0,12.1,0.0
S05119,Math,84.5,95.0,Stacey Davis,Grade 2,0.0,40.0,0.0
S05120,Arabic,110.0,90.0,Steven Reed,Grade 3,50.0,30.0,40.0
S05120,English,43.0,90.0,Steven Reed,Grade 3,50.0,30.0,40.0
S05121,Arabic,110.0,-5.0,Carl Brown,Grade 3,40.0,26.7,0.0
S05121,Geography,77.0,90.0,Carl Brown,Grade 3,33.3,26.7,0.0
S05122,Arabic,64.0,95.0,Lisa Clark,Grade 4,20.0,29.7,0.0
S05122,Math,54.0,100.0,Lisa Clark,Grade 4,28.6,29.7,0.0
S05123,History,106.0,95.0,Gregory Alexander,Grade 4,0.0,29.0,50.0
S05124,Science,58.0,90.0,Christina Woodward,Grade 4,0.0,12.5,28.6
S05125,Math,64.0,-5.0,Ryan Wright,Grade 5,25.0,20.8,25.0
S05126,Science,56.0,90.0,Jeffrey Carrillo,Grade 1,50.0,28.6,57.1
S05127,Geography,84.0,100.0,Timothy Hurst,Grade 5,40.0,23.1,25.0
S05128,English,52.0,-5.0,Jennifer Rodriguez,Grade 3,40.0,30.8,33.3
S05128,Geography,48.0,100.0,Jennifer Rodriguez,Grade 3,0.0,30.8,33.3
S05129,History,109.0,100.0,Michael Lewis,Grade 1,33.3,20.0,25.0
S05130,Geography,71.0,95.0,Shelly Hoover,Grade 3,0.0,17.9,42.9
S05131,Arabic,90.0,-5.0,Mary Lopez,Grade 4,,25.8,50.0
S05131,English,43.0,100.0,Mary Lopez,Grade 4,33.3,25.8,50.0
S05131,Science,51.0,80.0,Mary Lopez,Grade 4,12.5,25.8,50.0
S05132,Arabic,84.0,90.0,Kara Price,Grade 1,0.0,18.2,16.7
S05132,Geography,79.0,90.0,Kara Price,Grade 1,0.0,18.2,16.7
S05132,Science,56.0,80.0,Kara Price,Grade 1,40.0,18.2,16.7
S05133,History,102.0,100.0,Bradley Wyatt,Grade 3,0.0,19.4,33.3
S05133,Science,91.0,80.0,Bradley Wyatt,Grade 3,16.7,19.4,33.3
S05134,Arabic,54.0,37.5,Melissa Ashley,Grade 3,0.0,21.4,0.0
S05134,English,109.0,80.0,Melissa Ashley,Grade 3,11.1,21.4,0.0
S05135,English,60.0,100.0,Kathryn Jefferson,Grade 5,14.3,27.6,50.0
S05135,History,53.0,80.0,Kathryn Jefferson,Grade 5,0.0,27.6,50.0
S05136,English,71.5,87.5,Alex Jones,Grade 2,0.0,10.0,0.0
S05136,History,79.0,95.0,Alex Jones,Grade 2,0.0,10.0,0.0
S05136,Math,45.0,-5.0,Alex Jones,Grade 2,0.0,10.0,0.0
S05137,English,52.5,87.5,Stephanie Scott,Grade 3,0.0,28.1,22.2
